Total Energy
-1.0140117612469419E+29
-1.0142121219853204E+29
-1.0142121463113463E+29
-1.0142121714881634E+29
-1.0142121975063196E+29
-1.014212224355969E+29
-1.0142122520268675E+29
-1.0142122805083588E+29
-1.0142123097893694E+29
-1.0142123398583973E+29
-1.0142123707035075E+29
-1.0142124023123167E+29
-1.0142124346719945E+29
-1.0142124677692455E+29
-1.0142125015903124E+29
-1.0142125361209609E+29
-1.014212571346475E+29
-1.0142126072516563E+29
-1.0142126438208112E+29
-1.014212681037751E+29
-1.014212718885787E+29
-1.0142127573477244E+29
-1.0142127964058624E+29
-1.0142128360419909E+29
-1.0142128762373877E+29
-1.01421291697282E+29
-1.0142129582285407E+29
-1.0142129999842927E+29
-1.0142130422193087E+29
-1.0142130849123124E+29
-1.0142131280415221E+29
-1.0142131715846558E+29
-1.014213215518933E+29
-1.0142132598210832E+29
-1.0142133044673478E+29
-1.0142133494334938E+29
-1.0142133946948136E+29
-1.0142134402261406E+29
-1.0142134860018559E+29
-1.0142135319958978E+29
-1.0142135781817778E+29
-1.0142136245325867E+29
-1.0142136710210147E+29
-1.0142137176193596E+29
-1.0142137642995441E+29
-1.0142138110331336E+29
-1.0142138577913487E+29
-1.0142139045450883E+29
-1.0142139512649449E+29
-1.0142139979212209E+29
-1.0142140444839565E+29
-1.0142140909229417E+29
-1.0142141372077443E+29
-1.0142141833077315E+29
-1.0142142291920882E+29
-1.0142142748298479E+29
-1.0142143201899128E+29
-1.0142143652410769E+29
-1.0142144099520572E+29
-1.0142144542915167E+29
-1.0142144982280916E+29
-1.014214541730418E+29
-1.0142145847671617E+29
-1.0142146273070432E+29
-1.0142146693188693E+29
-1.0142147107715621E+29
-1.0142147516341847E+29
-1.014214791875975E+29
-1.014214831466373E+29
-1.0142148703750505E+29
-1.014214908571943E+29
-1.0142149460272777E+29
-1.0142149827116055E+29
-1.0142150185958306E+29
-1.0142150536512397E+29
-1.0142150878495331E+29
-1.0142151211628536E+29
-1.014215153563818E+29
-1.0142151850255444E+29
-1.0142152155216823E+29
-1.0142152450264408E+29
-1.0142152735146188E+29
-1.0142153009616295E+29
-1.0142153273435323E+29
-1.0142153526370563E+29
-1.0142153768196269E+29
-1.0142153998693924E+29
-1.0142154217652507E+29
-1.0142154424868708E+29
-1.0142154620147163E+29
-1.0142154803300712E+29
-1.0142154974150582E+29
-1.0142155132526617E+29
-1.0142155278267488E+29
-1.0142155411220841E+29
-1.0142155531243548E+29
-1.0142155638201831E+29
-1.0142155731971407E+29
-1.0142155812437684E+29
-1.0142155879495887E+29
-1.0142155933051165E+29
-1.0142155973018719E+29
-1.0142155999323915E+29
-1.0142156011902381E+29
-1.0142156010700052E+29
-1.0142155995673276E+29
-1.0142155966788852E+29
-1.0142155924024095E+29
-1.0142155867366829E+29
-1.0142155796815433E+29
-1.0142155712378873E+29
-1.0142155614076619E+29
-1.0142155501938702E+29
-1.0142155376005658E+29
-1.0142155236328466E+29
-1.0142155082968519E+29
-1.0142154915997547E+29
-1.014215473549754E+29
-1.0142154541560641E+29
-1.0142154334289077E+29
-1.0142154113795025E+29
-1.0142153880200495E+29
-1.014215363363718E+29
-1.0142153374246337E+29
-1.014215310217861E+29
